species,wavelength_vac_ang,wavelength_unc_ang,lower_level,upper_level,Aki_s-1,fik,nist_source,q_cm-1,q_source,wl_match_ang,f_q,gamma_s-1
Ni V,1256.8290,0.0050,3d5.(2F1).4s 3F J=2,3d5.(2F1).4p 3D* J=1,1.16e+09,5.47e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1256.9160,0.0020,3d5.(2G1).4s 1G J=4,3d5.(2G1).4p 1G* J=4,9.54e+09,2.51e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3531,Webb_et_al_2025,1256.916,,
Ni V,1257.0000,0.0050,3d5.(2H).4s 3H J=4,3d5.(2G2).4p 3F* J=3,1.20e+09,3.18e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1257.1360,0.0020,3d5.(2D2).4s 3D J=2,3d5.(2D2).4p 3F* J=3,2.43e+09,1.15e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Fe V,1257.5310,0.0040,3d3.(4F).4s 5F J=4,3d3.(4F).4p 3F* J=3,,,NIST_ASD_v5.12;L3625,2416,Hu_et_al_2021,1257.5222,3.3e-04,5.10E+09
Ni V,1257.6370,0.0040,3d5.(4G).4s 5G J=5,3d5.(4G).4p 5H* J=6,1.44e+10,3.12e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3765,Webb_et_al_2025,1257.637,,
Ni V,1258.0220,0.0020,3d5.(4F).4s 3F J=4,3d5.(4F).4p 3F* J=4,3.11e+09,8.22e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3088,Webb_et_al_2025,1258.024,,
Ni V,1258.2320,0.0020,3d5.(2D2).4s 3D J=3,3d5.(2D2).4p 3F* J=3,3.85e+09,1.31e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1258.4620,0.0050,3d5.(2G2).4s 3G J=5,3d5.(2H).4p 1I* J=6,3.54e+08,7.63e-03,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1258.4620,0.0050,3d5.(2D3).4s 3D J=3,3d5.(2F1).4p 1G* J=4,4.43e+08,1.50e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1258.5380,0.0020,3d5.(2F2).4s 3F J=4,3d5.(2G2).4p 1F* J=3,2.51e+09,6.60e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Fe V,1258.5640,0.0040,3d3.(4F).4s 5F J=3,3d3.(4F).4p 3F* J=2,,,NIST_ASD_v5.12;L3625,2300,Hu_et_al_2021,1258.5696,1.9e-05,5.10E+09
Ni V,1259.0350,0.0050,3d5.(2F1).4s 1F J=3,3d5.(4F).4p 3G* J=3,1.32e+09,4.47e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1259.1290,0.0050,3d5.(2D3).4s 3D J=3,3d5.(2D3).4p 3P* J=2,3.76e+09,1.28e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1259.1940,0.0050,3d5.(2F1).4s 3F J=2,3d5.(4F).4p 5F* J=1,1.08e+09,5.15e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1259.5890,0.0040,3d5.(2I).4s 3I J=5,3d5.(2I).4p 1H* J=5,3.78e+09,8.18e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3728,Webb_et_al_2025,1259.592,,
Ni V,1259.7270,0.0040,3d5.(4F).4s 5F J=5,3d5.(4F).4p 5G* J=5,3.85e+09,8.33e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2197,Webb_et_al_2025,1259.727,,
Ni V,1260.4120,0.0050,3d5.(4F).4s 5F J=4,3d5.(4F).4p 5G* J=5,6.47e+09,1.71e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",2145,Webb_et_al_2025,1260.407,,
Ni V,1260.7590,0.0050,3d5.(2H).4s 1H J=5,3d5.(2F2).4p 1G* J=4,8.77e+08,1.90e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1260.8810,0.0050,3d5.(2D3).4s 3D J=2,3d5.(2D3).4p 3P* J=2,1.52e+08,7.28e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1261.1200,0.0050,3d5.(4P).4s 5P J=3,3d5.(4P).4p 5P* J=2,2.36e+08,8.05e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",3038,Webb_et_al_2025,1261.118,,
Ni V,1261.2330,0.0220,3d5.(2G2).4s 1G J=4,3d5.(2G2).4p 1H* J=5,3.28e+09,8.68e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",3512,Webb_et_al_2025,1261.219,,
Ni V,1261.2330,0.0220,3d5.(4P).4s 5P J=2,3d5.(4P).4p 5P* J=1,1.07e+09,5.12e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",3512,Webb_et_al_2025,1261.219,,
Ni V,1261.2330,0.0220,3d5.(4F).4s 3F J=4,3d5.(4F).4p 3D* J=3,3.91e+09,1.03e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",3512,Webb_et_al_2025,1261.219,,
Ni V,1261.3410,0.0050,3d5.(2F1).4s 3F J=4,3d5.(2F1).4p 3G* J=5,1.07e+10,2.85e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",3353,Webb_et_al_2025,1261.341,,
Ni V,1261.4410,0.0050,3d5.(2G1).4s 1G J=4,3d5.(2G1).4p 1H* J=5,1.13e+10,3.00e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",3533,Webb_et_al_2025,1261.437,,
Ni V,1261.5750,0.0050,3d5.(4F).4s 5F J=2,3d5.(2D3).4p 3D* J=1,1.42e+08,6.79e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1261.7600,0.0040,3d5.(4D).4s 5D J=4,3d5.(4D).4p 5F* J=5,1.11e+10,2.94e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3254,Webb_et_al_2025,1261.758,,
Ni V,1262.1460,0.0220,3d5.(4P).4s 5P J=3,3d5.(4G).4p 3F* J=3,6.93e+07,2.37e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1262.5520,0.0060,3d5.(2G1).4s 3G J=4,3d5.(2G1).4p 3F* J=3,5.99e+09,1.59e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2123,Webb_et_al_2025,1262.552,,
Ni V,1262.5520,0.0060,3d5.(2D1).4s 1D J=2,3d5.(2D1).4p 1D* J=2,3.30e+09,1.57e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2123,Webb_et_al_2025,1262.552,,
Ni V,1262.6560,0.0050,3d5.(4F).4s 5F J=5,3d5.(4F).4p 5G* J=4,4.72e+08,1.02e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1262.7390,0.0050,3d5.(2D2).4s 3D J=1,3d5.(2D2).4p 3F* J=2,2.38e+09,1.89e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",3915,Webb_et_al_2025,1262.739,,
Ni V,1262.9860,0.0050,3d5.(2F1).4s 3F J=4,3d5.(4F).4p 5F* J=4,1.76e+08,4.66e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1263.1020,0.0050,3d5.(2G1).4s 3G J=3,3d5.(2G1).4p 3F* J=3,1.22e+09,4.20e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1263.3020,0.0050,3d5.(2D2).4s 3D J=2,3d5.(2D2).4p 3F* J=2,2.29e+09,1.10e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",2029,Webb_et_al_2025,1263.345,,
Ni V,1263.3450,0.0020,3d5.(4F).4s 5F J=4,3d5.(4F).4p 5G* J=4,3.02e+09,8.03e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2029,Webb_et_al_2025,1263.345,,
Ni V,1263.5810,0.0050,3d5.(2F1).4s 3F J=4,3d5.(4F).4p 5F* J=3,8.47e+08,2.25e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1263.6340,0.0050,3d5.(4P).4s 5P J=2,3d5.(4P).4p 5P* J=2,3.01e+08,1.44e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1263.8440,0.0040,3d3.(4P).4p 3D* J=3,3d3.(4F).4d 3F J=2,,,NIST_ASD_v5.12;L3625,,,,,
Ni V,1264.0140,0.0050,3d5.(4P).4s 3P J=2,3d5.(4D).4p 5P* J=3,2.09e+08,9.98e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1264.2650,0.0050,3d5.(2F1).4s 3F J=2,3d5.(4F).4p 5F* J=2,2.70e+08,1.29e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",1955,Webb_et_al_2025,1264.264,,
Ni V,1264.4380,0.0220,3d5.(2D2).4s 3D J=3,3d5.(2D2).4p 3F* J=2,3.95e+08,1.35e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3119,Webb_et_al_2025,1264.436,,
Ni V,1264.4380,0.0220,3d5.(4P).4s 5P J=1,3d5.(4P).4p 5P* J=1,7.71e+08,6.15e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3119,Webb_et_al_2025,1264.436,,
Ni V,1264.5200,0.0080,3d5.(6S).4s 7S J=3,3d5.(6S).4p 7P* J=3,7.70e+09,2.64e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2559,Webb_et_al_2025,1264.517,,
Ni V,1264.5200,0.0080,3d5.(4G).4s 5G J=6,3d5.(4G).4p 5H* J=5,1.41e+09,2.59e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2559,Webb_et_al_2025,1264.517,,
Ni V,1264.6410,0.0130,3d5.(4P).4s 5P J=2,3d5.(4G).4p 3F* J=3,7.28e+07,3.49e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1264.7510,0.0050,3d5.(4F).4s 3F J=3,3d5.(4F).4p 3D* J=2,2.92e+09,1.00e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",2678,Webb_et_al_2025,1264.755,,
Ni V,1264.9320,0.0050,3d5.(2F2).4s 3F J=4,3d5.(2G2).4p 1H* J=5,3.51e+09,9.35e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1265.6690,0.0050,3d5.(2H).4s 3H J=6,3d5.(2H).4p 3I* J=7,1.62e+10,3.01e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3779,Webb_et_al_2025,1265.667,,
Ni V,1265.7390,0.0050,3d5.(4F).4s 5F J=3,3d5.(4F).4p 5G* J=4,4.40e+09,1.51e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",1948,Webb_et_al_2025,1265.733,,
Ni V,1265.8750,0.0020,3d5.(4G).4s 5G J=5,3d5.(4G).4p 5H* J=5,2.33e+08,5.10e-03,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3068,Webb_et_al_2025,1265.876,,
Ni V,1266.1350,0.0050,3d5.(2G2).4s 1G J=4,3d5.(2F2).4p 3F* J=3,8.75e+08,2.34e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1266.4070,0.0040,3d5.(4G).4s 5G J=4,3d5.(4G).4p 5H* J=5,1.02e+10,2.73e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3127,Webb_et_al_2025,1266.403,,
Fe V,1266.5240,0.0040,3d3.(4P).4s 5P J=1,3d3.(2D2).4p 3P* J=2,1.4e+08,1.11e-02,NIST_ASD_v5.12;L3625;T6653c93,3653,Hu_et_al_2021,1266.5218,1.1e-02,4.67E+09
Ni V,1266.7050,0.0020,3d5.(2F1).4s 1F J=3,3d5.(2G2).4p 1G* J=4,1.52e+09,5.22e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1266.8640,0.0020,3d5.(4P).4s 5P J=1,3d5.(4P).4p 5P* J=2,2.98e+09,2.39e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1267.0380,0.0050,3d5.(2F2).4s 3F J=3,3d5.(2F2).4p 3F* J=3,1.57e+09,5.38e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1267.1510,0.0130,3d5.(2F1).4s 3F J=3,3d5.(2G2).4p 3H* J=4,4.28e+08,1.47e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1267.3040,0.0100,3d5.(2F1).4s 3F J=3,3d5.(2F1).4p 3D* J=2,3.36e+09,1.16e-01,"NIST_ASD_v5.12;L21210,L3912,c153;T6653c93",4177,Webb_et_al_2025,1267.305,,
Ni V,1267.3040,0.0100,3d5.(2I).4s 3I J=6,3d5.(2I).4p 3I* J=7,8.67e+09,1.61e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",4177,Webb_et_al_2025,1267.305,,
Ni V,1267.3040,0.0100,3d5.(2H).4s 1H J=5,3d5.(2G2).4p 3H* J=6,3.54e+09,7.74e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",4177,Webb_et_al_2025,1267.305,,
Ni V,1267.8120,0.0040,3d5.(2I).4s 3I J=7,3d5.(2I).4p 3I* J=7,7.53e+09,1.21e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1267.8960,0.0050,3d5.(2F1).4s 3F J=3,3d5.(2D3).4p 1F* J=3,2.60e+09,8.97e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1267.9960,0.0050,3d5.(2F2).4s 3F J=2,3d5.(2F2).4p 3F* J=3,1.13e+09,5.43e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1268.1810,0.0020,3d5.(2G1).4s 3G J=5,3d5.(2G1).4p 3H* J=5,3.75e+09,8.23e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",1979,Webb_et_al_2025,1268.182,,
Ni V,1268.7570,0.0050,3d5.(2F2).4s 3F J=2,3d5.(2F2).4p 3F* J=2,1.05e+09,5.06e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1268.8830,0.0020,3d5.(2G1).4s 3G J=4,3d5.(2G1).4p 3H* J=5,7.44e+09,1.99e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",1935,Webb_et_al_2025,1268.883,,
Ni V,1269.2540,0.0050,3d5.(2F1).4s 3F J=4,3d5.(2F1).4p 3F* J=4,1.62e+09,4.35e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1269.3830,0.0050,3d5.(2H).4s 3H J=5,3d5.(2H).4p 3I* J=6,5.14e+09,1.13e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",4191,Webb_et_al_2025,1269.384,,
Ni V,1269.6280,0.0020,3d5.(4F).4s 5F J=4,3d5.(4F).4p 5G* J=3,6.32e+08,1.70e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Fe V,1269.7840,0.0040,3d3.(2G).4s 1G J=4,3d3.(2H).4p 3G* J=5,1.9e+08,5.1e-03,NIST_ASD_v5.12;L3625;T6653c93,3697,Hu_et_al_2021,1269.7855,5.1e-03,8.20E+09
Ni V,1270.2050,0.0020,3d5.(2G2).4s 3G J=3,3d5.(2G2).4p 3F* J=2,3.64e+09,1.26e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3220,Webb_et_al_2025,1270.205,,
Fe V,1270.4700,0.0040,3d3.(4P).4s 5P J=2,3d3.(2D2).4p 3P* J=2,2.2e+08,1.07e-02,NIST_ASD_v5.12;L3625;T6653c93,3444,Hu_et_al_2021,1270.4713,1.1e-02,4.67E+09
Ni V,1270.6900,0.0090,3d5.(2I).4s 3I J=7,3d5.(2I).4p 3K* J=8,1.89e+10,3.03e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1271.2630,0.0220,3d5.(4P).4s 5P J=3,3d5.(4P).4p 5P* J=3,9.38e+08,3.26e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",4337,Webb_et_al_2025,1271.259,,
Ni V,1271.2630,0.0220,3d5.(2H).4s 3H J=4,3d5.(4F).4p 3G* J=3,2.67e+08,7.19e-03,"NIST_ASD_v5.12;L21210,L3912;T6653c93",4337,Webb_et_al_2025,1271.259,,
Ni V,1271.4430,0.0050,3d5.(2G1).4s 3G J=5,3d5.(2G1).4p 3F* J=4,5.64e+09,1.24e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",1772,Webb_et_al_2025,1271.448,,
Ni V,1272.0360,0.0050,3d5.(4F).4s 5F J=3,3d5.(4F).4p 5G* J=3,1.86e+09,6.44e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1272.1590,0.0050,3d5.(2G1).4s 3G J=4,3d5.(2G1).4p 3F* J=4,3.72e+08,1.00e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1272.6480,0.0220,3d5.(2G2).4s 3G J=4,3d5.(2F1).4p 1F* J=3,1.58e+09,4.24e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",2567,Webb_et_al_2025,1272.656,,
Ni V,1272.6480,0.0220,3d5.(4G).4s 5G J=5,3d5.(4G).4p 5H* J=4,3.50e+08,7.74e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",2567,Webb_et_al_2025,1272.656,,
Ni V,1272.7210,0.0050,3d5.(2G1).4s 3G J=3,3d5.(2G1).4p 3F* J=4,2.85e+09,9.88e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",1440,Webb_et_al_2025,1272.731,,
Ni V,1272.7860,0.0220,3d5.(4F).4s 5F J=1,3d5.(2D3).4p 3D* J=2,5.10e+08,4.11e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1272.8680,0.0050,3d5.(4F).4s 5F J=1,3d5.(2D3).4p 3D* J=1,2.46e+08,1.99e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1273.2070,0.0090,3d5.(4G).4s 5G J=4,3d5.(4G).4p 5H* J=4,2.48e+08,6.70e-03,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2719,Webb_et_al_2025,1273.209,,
Ni V,1273.2070,0.0090,3d5.(4G).4s 5G J=3,3d5.(4G).4p 5H* J=4,8.98e+09,3.12e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2719,Webb_et_al_2025,1273.209,,
Ni V,1273.2070,0.0090,3d5.(4F).4s 5F J=2,3d5.(2F1).4p 3D* J=3,3.18e+08,1.55e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2719,Webb_et_al_2025,1273.209,,
Ni V,1273.7390,0.0050,3d5.(2G2).4s 1G J=4,3d5.(2F2).4p 1G* J=4,1.32e+09,3.58e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1273.8180,0.0040,3d5.(4P).4s 5P J=2,3d5.(4P).4p 5P* J=3,3.32e+09,1.61e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",4084,Webb_et_al_2025,1273.817,,
Ni V,1274.2610,0.0020,3d5.(4F).4s 5F J=2,3d5.(4F).4p 5G* J=3,3.40e+09,1.66e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2380,Webb_et_al_2025,1274.263,,
Ni V,1274.5010,0.0130,3d5.(4F).4s 5F J=1,3d5.(2D3).4p 3P* J=0,1.28e+08,1.04e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1275.9250,0.0020,3d5.(2G1).4s 3G J=5,3d5.(2G1).4p 3H* J=4,3.08e+09,6.83e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1276.4310,0.0020,3d5.(4D).4s 5D J=3,3d5.(4D).4p 5F* J=4,7.34e+09,2.56e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3368,Webb_et_al_2025,1276.431,,
Ni V,1276.6320,0.0050,3d5.(2G1).4s 3G J=4,3d5.(2G1).4p 3H* J=4,1.94e+09,5.28e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",4042,Webb_et_al_2025,1276.632,,
Fe V,1276.6470,0.0040,3d3.(2G).4s 3G J=4,3d3.(2H).4p 3I* J=5,5.3e+07,1.4e-03,NIST_ASD_v5.12;L3625;T6653c93,2461,Hu_et_al_2021,1276.6419,1.4e-03,2.11E+09
Ni V,1276.8920,0.0130,3d5.(4G).4s 3G J=4,3d5.(4D).4p 5F* J=5,1.14e+08,3.11e-03,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1276.9440,0.0100,3d5.(6S).4s 7S J=3,3d5.(6S).4p 7P* J=2,5.40e+09,1.88e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1277.1930,0.0050,3d5.(2G1).4s 3G J=3,3d5.(2G1).4p 3H* J=4,4.34e+09,1.52e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1277.6680,0.0050,3d5.(2D3).4s 1D J=2,3d5.(2H).4p 3G* J=3,3.90e+08,1.91e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1278.3960,0.0130,3d5.(2G2).4s 3G J=3,3d5.(2G2).4p 3F* J=3,1.04e+09,3.62e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1278.8720,0.0040,3d5.(2G2).4s 3G J=5,3d5.(2G2).4p 3F* J=4,2.62e+09,5.84e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2862,Webb_et_al_2025,1278.872,,
Ni V,1279.0590,0.0130,3d5.(2F1).4s 3F J=2,3d5.(2D3).4p 3D* J=3,1.09e+09,5.37e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Ni V,1279.3290,0.0020,3d5.(4P).4s 5P J=3,3d5.(4P).4p 5D* J=4,5.62e+09,1.97e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Fe V,1279.5910,0.0040,3d3.(4P).4s 5P J=3,3d3.(2D2).4p 3P* J=2,3.0e+08,1.03e-02,NIST_ASD_v5.12;L3625;T6653c93,2748,Hu_et_al_2021,1279.5917,1.0e-02,4.67E+09
Ni V,1279.7130,0.0020,3d5.(4G).4s 5G J=2,3d5.(4G).4p 5H* J=3,7.14e+09,3.50e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1279.9350,0.0220,3d5.(4G).4s 5G J=4,3d5.(4G).4p 5H* J=3,7.28e+07,1.98e-03,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1279.9350,0.0220,3d5.(4G).4s 5G J=3,3d5.(4G).4p 5H* J=3,2.21e+08,7.76e-03,"NIST_ASD_v5.12;L21210,L3912;T6653c93",,,,,
Ni V,1280.1140,0.0220,3d5.(2F2).4s 3F J=3,3d5.(2G2).4p 3G* J=4,2.29e+09,8.01e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2808,Webb_et_al_2025,1280.108,,
Ni V,1280.1140,0.0220,3d5.(2H).4s 3H J=4,3d5.(2H).4p 3I* J=5,6.05e+09,1.65e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2808,Webb_et_al_2025,1280.108,,
Ni V,1280.2830,0.0220,3d5.(2F1).4s 3F J=3,3d5.(4F).4p 5F* J=3,2.56e+08,8.99e-03,"NIST_ASD_v5.12;L21210,L3912;T6653c93",1067,Webb_et_al_2025,1280.283,,
Ni V,1280.2830,0.0220,3d5.(2F2).4s 3F J=3,3d5.(2G2).4p 3G* J=3,9.45e+08,3.32e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",1067,Webb_et_al_2025,1280.283,,
Fe V,1280.4710,0.0040,3d3.(2G).4s 3G J=5,3d3.(2D2).4p 3F* J=4,1.2e+09,2.6e-02,NIST_ASD_v5.12;L3625;T6653c93,2373,Hu_et_al_2021,1280.4678,2.6e-02,5.65E+09
Fe V,1280.6500,0.0040,3d3.(4P).4s 3P J=1,3d3.(2D2).4p 3P* J=0,1.4e+08,1.1e-02,NIST_ASD_v5.12;L3625;T6653c93,3705,Hu_et_al_2021,1280.6480,1.1e-02,8.06E+09
Ni V,1281.2770,0.0220,3d5.(4F).4s 5F J=2,3d5.(2F1).4p 3G* J=3,8.89e+08,4.39e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",3586,Webb_et_al_2025,1281.285,,
Ni V,1281.2770,0.0220,3d5.(2F2).4s 3F J=2,3d5.(2G2).4p 3G* J=3,2.10e+09,1.03e-01,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",3586,Webb_et_al_2025,1281.285,,
Ni V,1281.2770,0.0220,3d5.(2F1).4s 3F J=4,3d5.(4F).4p 5G* J=5,4.00e+08,1.10e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",3586,Webb_et_al_2025,1281.285,,
Fe V,1281.3670,0.0040,3d3.(4P).4s 3P J=0,3d3.(2D2).4p 3P* J=1,3.9e+08,9.7e-02,NIST_ASD_v5.12;L3625;T6653c93,3640,Hu_et_al_2021,1281.3672,9.7e-02,7.94E+09
Fe V,1281.6520,0.0040,3d3.(2G).4s 3G J=3,3d3.(4P).4p 3D* J=2,1.9e+08,6.7e-03,NIST_ASD_v5.12;L3625;T6653c93,3128,Hu_et_al_2021,1281.6471,6.7e-03,6.41E+09
Ni V,1281.8830,0.0050,3d5.(2G2).4s 3G J=4,3d5.(2G2).4p 3F* J=3,1.22e+09,3.36e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",,,,,
Fe V,1282.0580,0.0040,3d3.(2G).4s 3G J=4,3d3.(2P).4p 3F* J=3,3.8e+08,1.04e-02,NIST_ASD_v5.12;L3625;T6653c93,3055,Hu_et_al_2021,1282.0587,1.0e-02,6.62E+09
Ni V,1282.2820,0.0100,3d5.(2I).4s 3I J=6,3d5.(2I).4p 3I* J=6,4.08e+09,7.73e-02,"NIST_ASD_v5.12;L21210,L3912,c153;T6653c93",2949,Webb_et_al_2025,1282.281,,
Ni V,1282.2820,0.0100,3d5.(2I).4s 3I J=5,3d5.(2I).4p 3I* J=6,5.69e+09,1.28e-01,"NIST_ASD_v5.12;L21210,L3912;T6653c93",2949,Webb_et_al_2025,1282.281,,
Ni V,1282.7480,0.0220,3d5.(2I).4s 3I J=7,3d5.(2I).4p 3I* J=6,3.54e+09,5.82e-02,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3571,Webb_et_al_2025,1282.732,,
Ni V,1282.7480,0.0220,3d5.(4P).4s 3P J=2,3d5.(4D).4p 5P* J=2,1.44e+08,7.11e-03,"NIST_ASD_v5.12;L21210,L3912;T6653c93",3571,Webb_et_al_2025,1282.732,,
Ni V,1283.1850,0.0050,3d5.(2G2).4s 1G J=4,3d5.(2G2).4p 3G* J=5,2.84e+09,7.78e-02,"NIST_ASD_v5.12;L3912c164,L21210;T6653c93",2667,Webb_et_al_2025,1283.186,,
Fe V,1283.6130,0.0040,3d3.(2F).4s 3F J=4,3d3.(2F).4p 1F* J=3,1.3e+08,3.4e-03,NIST_ASD_v5.12;L3625;T6653c93,,,,,
